2016-01-07,32.42667498071509,Customer,Purchase 
2016-01-07,91.30423719784145,Customer,Purchase 
2016-01-07,164.27863945744983,Customer,Purchase 
2016-01-07,23.633140326449087,Customer,Purchase 
2016-01-07,165.81902616239842,Customer,Purchase 
2016-01-07,141.31841005114384,Customer,Purchase 
2016-01-07,61.01799204369753,Customer,Purchase 
2016-01-07,131.0908007855215,Customer,Purchase 
2016-01-07,9.15279976997121,Customer,Purchase 
2016-01-07,163.18192476868313,Customer,Purchase 
2016-01-07,75.72794182249316,Customer,Purchase 
2016-01-07,173.80184613707655,Customer,Purchase 
2016-01-07,77.56620022961339,Customer,Purchase 
2016-01-07,52.35565857928013,Customer,Purchase 
2016-01-07,172.12459914632288,Customer,Purchase 
2016-01-07,13.076449592295695,Customer,Purchase 
2016-01-07,82.14111059538807,Customer,Purchase 
2016-01-08,-425.1,Payable,Supplies 
2016-01-08,-86.4,Payable,Gas 
2016-01-08,52.706578594194106,Customer,Purchase 
2016-01-08,73.27413726476003,Customer,Purchase 
2016-01-08,110.68325385752227,Customer,Purchase 
2016-01-08,121.1672289977796,Customer,Purchase 
2016-01-08,96.50783858916397,Customer,Purchase 
2016-01-08,178.89412346351986,Customer,Purchase 
2016-01-09,-705.6,Payable,Supplies 
2016-01-09,-51.5,Payable,Gas 
2016-01-09,18.369742913965368,Customer,Purchase 
2016-01-09,189.93199826184576,Customer,Purchase 
2016-01-09,10.500174585042783,Customer,Purchase 
2016-01-09,48.756561041819396,Customer,Purchase 
2016-01-09,43.075622981466324,Customer,Purchase 
2016-01-09,167.19488449147505,Customer,Purchase 
2016-01-09,134.85185882639678,Customer,Purchase 
2016-01-09,164.00100951365314,Customer,Purchase 
2016-01-09,73.27627164763993,Customer,Purchase 
2016-01-09,139.37051826505927,Customer,Purchase 
2016-01-09,186.8941824905241,Customer,Purchase 
2016-01-09,92.4022661068648,Customer,Purchase 
2016-01-09,122.69179836718388,Customer,Purchase 
2016-01-09,78.31294345180949,Customer,Purchase 
2016-01-09,91.82096417792165,Customer,Purchase 
2016-01-09,90.87048993039377,Customer,Purchase 
2016-01-09,122.23946317575239,Customer,Purchase 
2016-01-09,80.86904355130049,Customer,Purchase 
2016-01-09,118.919793069137,Customer,Purchase 
2016-01-09,173.52129354302502,Customer,Purchase 
2016-01-09,170.18962221588183,Customer,Purchase 
2016-01-09,124.39125579288223,Customer,Purchase 
2016-01-09,151.80683654436373,Customer,Purchase 
2016-01-09,18.86070106814743,Customer,Purchase 
2016-01-09,56.59955968114583,Customer,Purchase 
2016-01-09,120.41234943590486,Customer,Purchase 
2016-01-09,186.43881041444055,Customer,Purchase 
2016-01-09,154.40540218003375,Customer,Purchase 
2016-01-09,153.27020803068137,Customer,Purchase 
2016-01-09,152.0901143341883,Customer,Purchase 
2016-01-09,39.72265146013888,Customer,Purchase 
2016-01-09,161.55628719965617,Customer,Purchase 
2016-01-09,56.06841498010401,Customer,Purchase 
2016-01-09,124.54137338880098,Customer,Purchase 
2016-01-09,137.2290893303409,Customer,Purchase 
2016-01-09,26.51235609418908,Customer,Purchase 
2016-01-09,32.4349429461778,Customer,Purchase 
2016-01-09,87.09446956370911,Customer,Purchase 
2016-01-09,63.05626817754856,Customer,Purchase 
2016-01-09,73.39679249120856,Customer,Purchase 
2016-01-09,38.374195850587675,Customer,Purchase 
2016-01-09,57.494087952759735,Customer,Purchase 
2016-01-10,-118.8,Payable,Supplies 
2016-01-10,-235.0,Payable,Gas 
2016-01-10,82.46105390639433,Customer,Purchase 
2016-01-10,113.81434569164402,Customer,Purchase 
2016-01-10,92.32969679080865,Customer,Purchase 
2016-01-10,84.89423086049248,Customer,Purchase 
2016-01-10,185.6499749395377,Customer,Purchase 
2016-01-10,23.065244802699905,Customer,Purchase 
2016-01-10,69.69595544507851,Customer,Purchase 
2016-01-10,151.71243266440254,Customer,Purchase 
2016-01-10,50.1201351680653,Customer,Purchase 
2016-01-10,119.95864005616781,Customer,Purchase 
2016-01-10,95.19064236602837,Customer,Purchase 
2016-01-10,77.89122187940674,Customer,Purchase 
2016-01-10,95.59942760335382,Customer,Purchase 
2016-01-10,122.92964367278464,Customer,Purchase 
2016-01-11,-90.9,Payable,Supplies 
2016-01-11,-136.35,Payable,Gas 
2016-01-11,184.37452549556338,Customer,Purchase 
2016-01-11,97.9672452151359,Customer,Purchase 
2016-01-11,169.06487608484315,Customer,Purchase 
2016-01-11,28.705326765801697,Customer,Purchase 
2016-01-11,175.5119410588319,Customer,Purchase 
2016-01-11,10.68775660699283,Customer,Purchase 
2016-01-11,71.02246039297033,Customer,Purchase 
2016-01-11,192.09671508668967,Customer,Purchase 
2016-01-11,105.80178644507284,Customer,Purchase 
2016-01-11,141.02431070980398,Customer,Purchase 
2016-01-11,150.93519209481943,Customer,Purchase 
2016-01-11,123.1179657028681,Customer,Purchase 
2016-01-11,53.218307837737,Customer,Purchase 
2016-01-11,149.1032912349825,Customer,Purchase 
2016-01-11,8.189280799021628,Customer,Purchase 
2016-01-11,131.0332488215644,Customer,Purchase 
2016-01-11,106.98881292341277,Customer,Purchase 
2016-01-11,137.71812658063064,Customer,Purchase 
2016-01-11,27.488984121089292,Customer,Purchase 
2016-01-11,160.78979715762102,Customer,Purchase 
2016-01-12,-607.5,Payable,Supplies 
2016-01-12,-215.6,Payable,Gas 
2016-01-12,143.62392237460534,Customer,Purchase 
2016-01-12,108.98997667456497,Customer,Purchase 
2016-01-12,181.76981504975544,Customer,Purchase 
2016-01-12,62.16336962501321,Customer,Purchase 
2016-01-12,72.16779474588658,Customer,Purchase 
2016-01-12,27.55300189217707,Customer,Purchase 
2016-01-12,64.56421693755456,Customer,Purchase 
2016-01-12,111.53757578324773,Customer,Purchase 
2016-01-12,85.28891581432191,Customer,Purchase 
2016-01-12,40.599064082971346,Customer,Purchase 
2016-01-12,122.94893326603805,Customer,Purchase 
2016-01-12,20.895057934636093,Customer,Purchase 
2016-01-12,188.82906596194388,Customer,Purchase 
2016-01-12,192.28177016720022,Customer,Purchase 
2016-01-13,-207.0,Payable,Supplies 
2016-01-13,-26.25,Payable,Gas 
2016-01-13,193.45044445902516,Customer,Purchase 
2016-01-13,7.8755815804336144,Customer,Purchase 
2016-01-13,147.95473466079244,Customer,Purchase 
2016-01-14,-1040,Employee,Paycheck
2016-01-14,-1040,Employee,Paycheck
2016-01-14,-1040,Employee,Paycheck
2016-01-14,-1040,Employee,Paycheck
2016-01-14,-417.15,Payable,Supplies 
2016-01-14,-193.8,Payable,Gas 
2016-01-14,59.11007921138703,Customer,Purchase 
2016-01-14,186.73329814912577,Customer,Purchase 
2016-01-14,40.471730388756704,Customer,Purchase 
2016-01-14,17.592693760327478,Customer,Purchase 
2016-01-14,187.4988475074761,Customer,Purchase 
2016-01-14,173.48538344336967,Customer,Purchase 
2016-01-14,22.357827887508993,Customer,Purchase 
2016-01-14,134.78505616274722,Customer,Purchase 
2016-01-14,31.475666706050575,Customer,Purchase 
2016-01-14,20.399998980130285,Customer,Purchase 
2016-01-14,107.21295809837291,Customer,Purchase 
2016-01-14,169.4498771236273,Customer,Purchase 
2016-01-14,63.352323755379985,Customer,Purchase 
2016-01-14,103.88063238310731,Customer,Purchase 
2016-01-14,74.4572396678324,Customer,Purchase 
2016-01-14,38.135423608478646,Customer,Purchase 
2016-01-14,199.99426329852054,Customer,Purchase 
2016-01-14,33.687111920577586,Customer,Purchase 
2016-01-14,66.15470823737923,Customer,Purchase 
2016-01-14,185.99493505651716,Customer,Purchase 
2016-01-14,91.33821246785104,Customer,Purchase 
2016-01-14,130.32773352725349,Customer,Purchase 
2016-01-14,63.168893698191646,Customer,Purchase 
2016-01-14,112.16046218465905,Customer,Purchase 
2016-01-14,29.225068356330066,Customer,Purchase 
2016-01-14,23.644434678432205,Customer,Purchase 
2016-01-14,167.94311843226475,Customer,Purchase 
2016-01-14,87.79207930030476,Customer,Purchase 
2016-01-14,137.44545554294652,Customer,Purchase 
2016-01-14,162.09110163212924,Customer,Purchase 
2016-01-14,22.239144434412555,Customer,Purchase 
2016-01-14,72.66433154046275,Customer,Purchase 
2016-01-14,13.40115238308593,Customer,Purchase 
2016-01-14,159.68907235310186,Customer,Purchase 
2016-01-14,9.64999222970815,Customer,Purchase 
2016-01-15,-59.4,Payable,Supplies 
2016-01-15,-4.8,Payable,Gas 
2016-01-15,188.86803720901727,Customer,Purchase 
2016-01-15,9.121847709941488,Customer,Purchase 
2016-01-15,104.75299599628283,Customer,Purchase 
2016-01-15,54.101433178884506,Customer,Purchase 
2016-01-15,6.0947949682806835,Customer,Purchase 
2016-01-15,47.58923330189212,Customer,Purchase 
2016-01-15,152.20016788886667,Customer,Purchase 
2016-01-15,51.17613371996375,Customer,Purchase 
2016-01-15,92.59423762606043,Customer,Purchase 
2016-01-15,53.65160865373347,Customer,Purchase 
2016-01-15,80.72020889859772,Customer,Purchase 
2016-01-15,108.8887197654318,Customer,Purchase 
2016-01-15,130.3434047374007,Customer,Purchase 
2016-01-16,-491.4,Payable,Supplies 
2016-01-16,-42.0,Payable,Gas 
2016-01-16,103.39174822818195,Customer,Purchase 
2016-01-16,144.98739200839987,Customer,Purchase 
2016-01-16,62.53856165656606,Customer,Purchase 
2016-01-16,65.35916586433899,Customer,Purchase 
2016-01-16,99.1972354520489,Customer,Purchase 
2016-01-16,149.047573154489,Customer,Purchase 
2016-01-16,56.59389560327812,Customer,Purchase 
2016-01-16,168.95858199715084,Customer,Purchase 
2016-01-16,56.15646662426918,Customer,Purchase 
2016-01-16,165.9095509240032,Customer,Purchase 
2016-01-16,84.10658995611035,Customer,Purchase 
2016-01-16,116.82395029868707,Customer,Purchase 
2016-01-16,72.62439659484264,Customer,Purchase 
2016-01-16,129.4695791532572,Customer,Purchase 
2016-01-17,-136.35,Payable,Supplies 
2016-01-17,-63.0,Payable,Gas 
2016-01-17,57.24111878391476,Customer,Purchase 
2016-01-17,123.6177119088056,Customer,Purchase 
2016-01-17,118.37073201714749,Customer,Purchase 
2016-01-17,199.17621501294187,Customer,Purchase 
2016-01-17,177.11427257878256,Customer,Purchase 
2016-01-17,170.33704068077625,Customer,Purchase 
2016-01-17,36.24585711933503,Customer,Purchase 
2016-01-17,139.949715770651,Customer,Purchase 
2016-01-17,28.058878232725355,Customer,Purchase 
2016-01-17,49.254526209285835,Customer,Purchase 
2016-01-17,29.481466652409434,Customer,Purchase 
2016-01-17,108.98236521290566,Customer,Purchase 
2016-01-17,192.7677929737131,Customer,Purchase 
2016-01-17,20.660890874317943,Customer,Purchase 
2016-01-17,10.33456487123905,Customer,Purchase 
2016-01-17,133.01250877017196,Customer,Purchase 
2016-01-17,167.14864285474926,Customer,Purchase 
2016-01-17,46.11491356865826,Customer,Purchase 
2016-01-17,24.88309137795122,Customer,Purchase 
2016-01-17,43.2362816529063,Customer,Purchase 
2016-01-17,157.52958636381624,Customer,Purchase 
2016-01-17,136.22990221195965,Customer,Purchase 
2016-01-17,57.74249954266355,Customer,Purchase 
2016-01-17,143.43444800127597,Customer,Purchase 
2016-01-17,49.96432106086835,Customer,Purchase 
2016-01-17,134.75781070801978,Customer,Purchase 
2016-01-17,99.75098760506691,Customer,Purchase 
2016-01-17,194.66995929509568,Customer,Purchase 
2016-01-17,108.62525105029067,Customer,Purchase 
2016-01-17,149.15213820646585,Customer,Purchase 
2016-01-17,156.25811153492697,Customer,Purchase 
2016-01-17,89.179537844905,Customer,Purchase 
2016-01-17,116.49171729585898,Customer,Purchase 
2016-01-17,186.2723885839951,Customer,Purchase 
2016-01-17,16.58256080376713,Customer,Purchase 
2016-01-17,93.1568070583549,Customer,Purchase 
2016-01-17,190.98116651278016,Customer,Purchase 
2016-01-17,135.21580300585956,Customer,Purchase 
2016-01-17,62.65053550085151,Customer,Purchase 
2016-01-17,178.0084523720725,Customer,Purchase 
2016-01-17,130.40531181990792,Customer,Purchase 
2016-01-17,141.44251761168556,Customer,Purchase 
2016-01-17,131.47668885182418,Customer,Purchase 
2016-01-17,11.757208242158626,Customer,Purchase 
2016-01-18,-327.0,Payable,Supplies 
2016-01-18,-237.65,Payable,Gas 
2016-01-19,-218.25,Payable,Supplies 
2016-01-19,-137.7,Payable,Gas 
2016-01-19,180.853182198597,Customer,Purchase 
2016-01-19,63.58160101000032,Customer,Purchase 
2016-01-19,171.78824826759583,Customer,Purchase 
2016-01-19,38.951647239803044,Customer,Purchase 
2016-01-19,180.0490037043542,Customer,Purchase 
2016-01-19,115.0451839589389,Customer,Purchase 
2016-01-19,23.6170503480965,Customer,Purchase 
2016-01-19,43.30600782064754,Customer,Purchase 
2016-01-19,121.74643828405246,Customer,Purchase 
2016-01-19,64.64771175506692,Customer,Purchase 
2016-01-19,118.93491170701704,Customer,Purchase 
2016-01-19,121.99832336745095,Customer,Purchase 
2016-01-19,99.83734633511251,Customer,Purchase 
2016-01-19,27.35433645317399,Customer,Purchase 
2016-01-19,53.119901740704144,Customer,Purchase 
2016-01-19,5.181844510117654,Customer,Purchase 
2016-01-19,93.85247545559932,Customer,Purchase 
2016-01-19,24.183468697530348,Customer,Purchase 
2016-01-19,165.59824260784384,Customer,Purchase 
2016-01-19,83.19085753432047,Customer,Purchase 
2016-01-19,132.78488798591792,Customer,Purchase 
2016-01-19,66.9444235886208,Customer,Purchase 
2016-01-19,127.0720471393928,Customer,Purchase 
2016-01-19,167.85259785377903,Customer,Purchase 
2016-01-19,51.78669227826458,Customer,Purchase 
2016-01-19,108.33869333672395,Customer,Purchase 
2016-01-19,64.24217389895053,Customer,Purchase 
2016-01-19,8.629353787060985,Customer,Purchase 
2016-01-19,91.20151417133104,Customer,Purchase 
2016-01-19,34.26848280782663,Customer,Purchase 
2016-01-19,177.17646306021808,Customer,Purchase 
2016-01-19,18.016705413755922,Customer,Purchase 
2016-01-19,116.13446906771829,Customer,Purchase 
2016-01-19,144.55655346690702,Customer,Purchase 
2016-01-19,194.97023563213085,Customer,Purchase 
2016-01-19,30.20565883644859,Customer,Purchase 
2016-01-20,-324.45,Payable,Supplies 
2016-01-20,-117.6,Payable,Gas 
2016-01-20,130.31166302734664,Customer,Purchase 
2016-01-20,8.527893731350236,Customer,Purchase 
2016-01-20,94.55840533569162,Customer,Purchase 
2016-01-20,10.417477797756863,Customer,Purchase 
2016-01-20,143.775804930998,Customer,Purchase 
2016-01-20,93.41172190350964,Customer,Purchase 
2016-01-20,63.211216268334226,Customer,Purchase 
2016-01-20,117.99943050890812,Customer,Purchase 
2016-01-20,9.810991415959037,Customer,Purchase 
2016-01-21,-297.0,Payable,Supplies 
2016-01-21,-200.0,Payable,Gas 
2016-01-21,117.23071979187424,Customer,Purchase 
2016-01-21,130.83884156931083,Customer,Purchase 
2016-01-21,95.90964911501771,Customer,Purchase 
2016-01-21,67.48634241721999,Customer,Purchase 
2016-01-21,13.052331992950185,Customer,Purchase 
2016-01-21,18.437987009030845,Customer,Purchase 
2016-01-21,84.77522091507574,Customer,Purchase 
2016-01-21,90.99063742446123,Customer,Purchase 
2016-01-21,47.96928618532546,Customer,Purchase 
2016-01-21,166.2492748710038,Customer,Purchase 
2016-01-21,22.333420119310286,Customer,Purchase 
2016-01-21,26.5947714840403,Customer,Purchase 
2016-01-21,184.95064785691656,Customer,Purchase 
2016-01-21,22.841666139116644,Customer,Purchase 
2016-01-21,147.85593874715786,Customer,Purchase 
2016-01-21,40.87061363145574,Customer,Purchase 
2016-01-21,54.17010323191768,Customer,Purchase 
2016-01-21,181.5741568805641,Customer,Purchase 
2016-01-21,35.85437237119454,Customer,Purchase 
2016-01-21,187.2286980479501,Customer,Purchase 
2016-01-21,175.48648789078896,Customer,Purchase 
2016-01-21,148.8245740380392,Customer,Purchase 
2016-01-21,158.0110388841794,Customer,Purchase 
2016-01-21,55.90476126621476,Customer,Purchase 
2016-01-21,6.976932157336922,Customer,Purchase 
2016-01-21,35.022793281933176,Customer,Purchase 
2016-01-21,98.36192320477983,Customer,Purchase 
2016-01-22,-745.2,Payable,Supplies 
2016-01-22,-99.75,Payable,Gas 
2016-01-22,79.37891104814358,Customer,Purchase 
2016-01-23,-443.69999999999993,Payable,Supplies 
2016-01-23,-129.6,Payable,Gas 
2016-01-23,136.00667378980785,Customer,Purchase 
2016-01-23,163.45717143160223,Customer,Purchase 
2016-01-23,154.64165178445865,Customer,Purchase 
2016-01-23,95.16668298035027,Customer,Purchase 
2016-01-23,33.37813173456977,Customer,Purchase 
2016-01-23,123.46315045992846,Customer,Purchase 
2016-01-23,15.960958111974472,Customer,Purchase 
2016-01-23,110.64010499956937,Customer,Purchase 
2016-01-23,52.05122504597813,Customer,Purchase 
2016-01-23,112.07866504108767,Customer,Purchase 
2016-01-23,142.16416817627243,Customer,Purchase 
2016-01-23,102.61855617783935,Customer,Purchase 
2016-01-23,75.6988357560596,Customer,Purchase 
2016-01-23,67.69343920285007,Customer,Purchase 
2016-01-23,90.02648509676511,Customer,Purchase 
2016-01-23,40.251844120111045,Customer,Purchase 
2016-01-23,103.29644751397677,Customer,Purchase 
2016-01-23,124.65436332138495,Customer,Purchase 
2016-01-23,27.44733146075223,Customer,Purchase 
2016-01-23,80.66569278425831,Customer,Purchase 
2016-01-23,46.698959167946455,Customer,Purchase 
2016-01-23,30.493980823032746,Customer,Purchase 
2016-01-23,109.86332486774306,Customer,Purchase 
2016-01-23,165.4117160220377,Customer,Purchase 
2016-01-23,170.04914682067107,Customer,Purchase 
2016-01-23,183.28447816370715,Customer,Purchase 
2016-01-23,61.791351787579956,Customer,Purchase 
2016-01-23,136.76148290041584,Customer,Purchase 
2016-01-23,142.90679625528662,Customer,Purchase 
2016-01-23,98.21633541418936,Customer,Purchase 
2016-01-23,183.4690228476907,Customer,Purchase 
2016-01-23,136.9820760178075,Customer,Purchase 
2016-01-23,93.56650672965458,Customer,Purchase 
2016-01-23,149.81469409331987,Customer,Purchase 
2016-01-23,27.038989949401277,Customer,Purchase 
2016-01-23,114.2312256243938,Customer,Purchase 
2016-01-23,114.56210503964101,Customer,Purchase 
2016-01-23,31.19266462713897,Customer,Purchase 
2016-01-23,32.29147485973829,Customer,Purchase 
2016-01-23,27.822784095014228,Customer,Purchase 
2016-01-23,137.6254672620716,Customer,Purchase 
2016-01-23,129.2453383628815,Customer,Purchase 
2016-01-23,109.53473193347617,Customer,Purchase 
2016-01-23,32.47623711094516,Customer,Purchase 
2016-01-23,168.59685967998277,Customer,Purchase 
2016-01-23,14.199397349854724,Customer,Purchase 
2016-01-23,118.80407021696351,Customer,Purchase 
2016-01-24,-154.5,Payable,Supplies 
2016-01-24,-87.55,Payable,Gas 
2016-01-24,58.855967775350805,Customer,Purchase 
2016-01-24,18.02391079621221,Customer,Purchase 
2016-01-24,44.930527248329156,Customer,Purchase 
2016-01-24,80.7786926965155,Customer,Purchase 
2016-01-24,62.782946356215945,Customer,Purchase 
2016-01-24,87.7993883765876,Customer,Purchase 
2016-01-24,49.63137677210494,Customer,Purchase 
2016-01-24,143.3123722379037,Customer,Purchase 
2016-01-24,76.35778560334623,Customer,Purchase 
2016-01-24,142.11402963651156,Customer,Purchase 
2016-01-24,113.35622762411037,Customer,Purchase 
2016-01-24,162.512669674831,Customer,Purchase 
2016-01-24,62.36124336791032,Customer,Purchase 
2016-01-24,74.54651676672526,Customer,Purchase 
2016-01-24,35.31746290781288,Customer,Purchase 
2016-01-24,57.14854856125667,Customer,Purchase 
2016-01-24,135.93114161713729,Customer,Purchase 
2016-01-24,58.78980042723518,Customer,Purchase 
2016-01-24,144.61722428938006,Customer,Purchase 
2016-01-24,125.85963652739217,Customer,Purchase 
2016-01-24,147.98397664547213,Customer,Purchase 
2016-01-24,189.2104449775416,Customer,Purchase 
2016-01-24,19.111456248072642,Customer,Purchase 
2016-01-24,31.420081999960388,Customer,Purchase 
2016-01-24,37.61097375360801,Customer,Purchase 
2016-01-24,101.47795702011938,Customer,Purchase 
2016-01-24,121.39239948814904,Customer,Purchase 
2016-01-24,151.70105776070778,Customer,Purchase 
2016-01-24,64.86885342968966,Customer,Purchase 
2016-01-24,180.3955802768429,Customer,Purchase 
2016-01-24,141.2515928330538,Customer,Purchase 
2016-01-24,121.91931166349103,Customer,Purchase 
2016-01-24,52.52129158523071,Customer,Purchase 
2016-01-24,131.45122928279142,Customer,Purchase 
2016-01-24,84.64374338971395,Customer,Purchase 
2016-01-24,85.61150266523815,Customer,Purchase 
2016-01-24,163.1611308658977,Customer,Purchase 
2016-01-24,32.53083384565684,Customer,Purchase 
2016-01-24,90.40755272636859,Customer,Purchase 
